Inspection Stage Description,School Code,Borough Name,TCO Obtained Date,Inspection Category,Observation Description,Inspection Date
Final,IS171K,BROOKLYN,,ARCHITECTURAL,Final,08/23/2019 07:00:00 AM
Final,IS183X,BRONX,,LOWVOLTAGE,Final,08/13/2019 09:10:00 AM
Final,IS225X,BRONX,,WINDOW,Final,08/06/2019 09:57:33 AM
Final,IS232X,BRONX,,ARCHITECTURAL,Final,08/07/2019 11:00:00 AM
Final,IS232X,BRONX,,ARCHITECTURAL,Final,08/21/2019 11:00:00 AM
Final,IS232X,BRONX,,WINDOW,Final,08/13/2019 10:03:09 AM
Final,IS285K,BROOKLYN,,POWERANDLIGHTING,Final,08/29/2019 03:00:00 PM
Final,IS347K,BROOKLYN,,FINALCONSTRUCTION,Final,08/22/2019 03:28:00 PM
Final,IS354K,BROOKLYN,,FINALCONSTRUCTION,Final,08/22/2019 08:00:00 AM
Final,IS363X,BRONX,,SAFETY,Final,08/26/2019 11:20:00 AM
Final,IS367M,MANHATTAN,,SAFETY,Final,08/28/2019 07:10:00 PM
Final,IS368X,BRONX,,FINALCONSTRUCTION,Final,08/01/2019 08:36:59 PM
Final,IS368X,BRONX,,FINALCONSTRUCTION,Out of Scope CP,08/01/2019 08:36:59 PM
Final,IS503K,BROOKLYN,,SAFETY,Final,08/09/2019 05:30:00 PM
Final,JS072Q,QUEENS,,POWERANDLIGHTING,Final,08/26/2019 10:00:00 AM
Final,OS000K,BROOKLYN,,POWERANDLIGHTING,Final,08/09/2019 01:00:00 PM
Final,OS000M,MANHATTAN,,SAFETY,Final,08/23/2019 10:10:00 AM
Final,OS000Q,QUEENS,,SAFETY,Final,08/29/2019 02:30:00 PM
Final,OS984M,MANHATTAN,,SAFETY,Final,08/29/2019 08:30:00 PM
Final,PS000Q,QUEENS,2019-05-29 00:00:00,ROOFING,Final,08/15/2019 12:30:00 PM
Final,PS000Q,QUEENS,2019-06-07 00:00:00,ROOFING,Final,08/29/2019 07:00:00 AM
Final,PS000Q,QUEENS,,FINALCONSTRUCTION,Final,08/13/2019 02:36:16 PM
Final,PS000Q,QUEENS,,FINALCONSTRUCTION,Final,08/22/2019 05:50:38 PM
Final,PS000Q,QUEENS,,FINALCONSTRUCTION,Final,08/28/2019 09:20:00 AM
Final,PS000R,STATEN ISLAND,,SAFETY,Final,08/12/2019 04:15:00 PM
Final,PS001R,STATEN ISLAND,,PLUMBING,Final,08/29/2019 08:59:54 AM
Final,PS002Q,QUEENS,,ARCHITECTURAL,Final,08/29/2019 07:00:00 AM
Final,PS002Q,QUEENS,,POWERANDLIGHTING,Final,08/12/2019 01:00:00 PM
Final,PS002Q,QUEENS,,WINDOW,Final,08/30/2019 07:00:00 AM
Final,PS003K,BROOKLYN,,POWERANDLIGHTING,Final,08/13/2019 09:36:53 AM
Final,PS005R,STATEN ISLAND,,ARCHITECTURAL,Final,08/07/2019 03:00:00 PM
Final,PS005R,STATEN ISLAND,,FINALCONSTRUCTION,Final,08/07/2019 09:01:00 AM
Final,PS011Q,QUEENS,,LOWVOLTAGE,Final,08/12/2019 08:47:20 AM
Final,PS016Q,QUEENS,,FINALCONSTRUCTION,Final,08/08/2019 12:30:00 PM
Final,PS019Q,QUEENS,,FINALCONSTRUCTION,Deficiency,08/26/2019 01:28:00 PM
Final,PS019Q,QUEENS,,FINALCONSTRUCTION,Final,08/26/2019 01:28:00 PM
Final,PS019R,STATEN ISLAND,,POWERANDLIGHTING,Final,08/13/2019 10:57:14 AM
Final,PS022R,STATEN ISLAND,,ARCHITECTURAL,Final,08/05/2019 07:00:00 AM
Final,PS033Q,QUEENS,,ARCHITECTURAL,Final,08/28/2019 12:00:00 PM
Final,PS034K,BROOKLYN,,POWERANDLIGHTING,Final,08/19/2019 01:00:00 PM
Final,PS041K,BROOKLYN,,ARCHITECTURAL,Final,08/08/2019 07:00:00 AM
Final,PS043Q,QUEENS,,FINALCONSTRUCTION,Final,08/14/2019 09:00:00 AM
Final,PS048K,BROOKLYN,,HVAC,Final,08/14/2019 03:00:00 PM
Final,PS048K,BROOKLYN,,HVACSYSTEMSTESTING,Final,08/14/2019 03:00:00 PM
Final,PS048M,MANHATTAN,,ARCHITECTURAL,Final,08/09/2019 10:30:00 AM
Final,PS048M,MANHATTAN,,ARCHITECTURAL,Project info,08/09/2019 10:30:00 AM
Final,PS049Q,QUEENS,,PAASSEMBLY,Final,08/02/2019 01:00:00 PM
Final,PS052K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/26/2019 09:00:00 AM
Final,PS052K,BROOKLYN,,FINALCONSTRUCTION,Final,08/26/2019 09:00:00 AM
Final,PS052K,BROOKLYN,,FINALCONSTRUCTION,Out of Scope CP,08/26/2019 09:00:00 AM
Final,PS052K,BROOKLYN,,FINALCONSTRUCTION,Out of Scope DSF,08/26/2019 09:00:00 AM
Final,PS053X,BRONX,,SAFETY,Final,08/29/2019 09:35:00 AM
Final,PS057R,STATEN ISLAND,,PLUMBING,Final,08/08/2019 09:00:00 AM
Final,PS066Q,QUEENS,,POWERANDLIGHTING,Final,08/12/2019 09:00:00 AM
Final,PS075M,MANHATTAN,,SAFETY,Final,08/29/2019 07:35:00 PM
Final,PS075Q,QUEENS,,LOWVOLTAGE,Final,08/23/2019 08:30:00 AM
Final,PS077K,BROOKLYN,,PLUMBING,Final,08/29/2019 09:23:20 AM
Final,PS080Q,QUEENS,,PLUMBING,Final,08/22/2019 08:43:28 AM
Final,PS080R,STATEN ISLAND,,SAFETY,Comment,08/23/2019 10:15:00 AM
Final,PS081X,BRONX,,SAFETY,Final,08/27/2019 02:17:00 PM
Final,PS082Q,QUEENS,,SAFETY,Comment,08/23/2019 09:30:00 AM
Final,PS084M,MANHATTAN,,ROOFING,Final,08/28/2019 09:00:00 AM
Final,PS084M,MANHATTAN,,SAFETY,Final,08/29/2019 08:00:00 PM
Final,PS092Q,QUEENS,,LOWVOLTAGE,Final,08/29/2019 01:00:00 PM
Final,PS092Q,QUEENS,,PAASSEMBLY,Final,08/28/2019 04:35:00 PM
Final,PS092Q,QUEENS,,PAASSEMBLY,Out of Scope DSF,08/28/2019 04:35:00 PM
Final,PS095X,BRONX,,SAFETY,Final,08/16/2019 05:43:00 PM
Final,PS096Q,QUEENS,,POWERANDLIGHTING,Final,08/23/2019 03:00:00 PM
Final,PS105K,BROOKLYN,,FINALCONSTRUCTION,Final,08/08/2019 03:00:00 PM
Final,PS106X,BRONX,,PAASSEMBLY,Final,08/27/2019 01:30:00 PM
Final,PS108K,BROOKLYN,,ARCHITECTURAL,Final,08/28/2019 03:00:00 PM
Final,PS114K,BROOKLYN,,ROOFING,Final,08/27/2019 03:00:00 PM
Final,PS128M,MANHATTAN,,HVAC,Final,08/22/2019 12:00:00 PM
Final,PS128M,MANHATTAN,,SAFETY,Final,08/29/2019 07:00:00 PM
Final,PS143Q,QUEENS,,SAFETY,Comment,08/20/2019 10:55:00 AM
Final,PS145M,MANHATTAN,,HVAC,Final,08/21/2019 07:37:00 AM
Final,PS145M,MANHATTAN,,HVACSYSTEMSTESTING,Final,08/21/2019 10:19:23 AM
Final,PS145M,MANHATTAN,,ROOFING,Final,08/22/2019 05:21:53 AM
Final,PS145M,MANHATTAN,,ROOFING,Final,08/22/2019 05:28:13 AM
Final,PS145M,MANHATTAN,,SAFETY,Final,08/15/2019 07:45:00 PM
Final,PS152M,MANHATTAN,,SAFETY,Final,08/30/2019 11:50:00 AM
Final,PS155M,MANHATTAN,,FINALCONSTRUCTION,Deficiency,08/29/2019 03:04:20 PM
Final,PS155M,MANHATTAN,,FINALCONSTRUCTION,Final,08/29/2019 03:04:20 PM
Final,PS158M,MANHATTAN,,LOWVOLTAGE,Final,08/19/2019 01:00:00 PM
Final,PS158M,MANHATTAN,,POWERANDLIGHTING,Final,08/19/2019 01:00:00 PM
Final,PS159Q,QUEENS,,SAFETY,Comment,08/23/2019 01:21:00 PM
Final,PS160X,BRONX,,FINALCONSTRUCTION,Final,08/29/2019 08:19:20 PM
Final,PS163Q,QUEENS,,POWERANDLIGHTING,Final,08/05/2019 01:00:00 PM
Final,PS163Q,QUEENS,,POWERANDLIGHTING,Final,08/13/2019 08:30:00 AM
Final,PS163Q,QUEENS,,WINDOW,Final,08/15/2019 07:21:10 AM
Final,PS165M,MANHATTAN,,SAFETY,Final,08/30/2019 09:40:00 AM
Final,PS170K,BROOKLYN,,MASONRY,Final,08/22/2019 02:57:52 PM
Final,PS170K,BROOKLYN,,POWERANDLIGHTING,Final,08/29/2019 01:00:00 PM
Final,PS170K,BROOKLYN,,SAFETY,Final,08/07/2019 05:05:00 PM
Final,PS170X,BRONX,,ARCHITECTURAL,Deficiency,08/20/2019 01:30:00 PM
Final,PS170X,BRONX,,ARCHITECTURAL,Final,08/20/2019 01:30:00 PM
Final,PS170X,BRONX,,ARCHITECTURAL,Project info,08/20/2019 01:30:00 PM
Final,PS170X,BRONX,,FINALCONSTRUCTION,Deficiency,08/26/2019 10:23:37 AM
Final,PS170X,BRONX,,FINALCONSTRUCTION,Final,08/26/2019 10:23:37 AM
Final,PS170X,BRONX,,MASONRY,Final,08/13/2019 07:00:00 AM
Final,PS170X,BRONX,,POWERANDLIGHTING,Final,08/29/2019 07:29:46 AM
Final,PS170X,BRONX,,ROOFING,Final,08/27/2019 03:00:00 PM
Final,PS172K,BROOKLYN,,FINALCONSTRUCTION,Final,08/06/2019 01:29:00 PM
Final,PS183M,MANHATTAN,,PLUMBING,Final,08/01/2019 08:31:21 AM
Final,PS183M,MANHATTAN,,POWERANDLIGHTING,Final,08/20/2019 09:15:00 AM
Final,PS184M,MANHATTAN,,PLUMBING,Final,08/15/2019 08:02:48 AM
Final,PS194M,MANHATTAN,,LOWVOLTAGE,Final,08/08/2019 08:45:00 AM
Final,PS199X,BRONX,,FINALCONSTRUCTION,Final,08/08/2019 01:52:00 PM
Final,PS214X,BRONX,,SAFETY,Final,08/28/2019 11:10:00 AM
Final,PS219Q,QUEENS,,PLUMBING,Final,08/29/2019 09:00:00 AM
Final,PS230K,BROOKLYN,,POWERANDLIGHTING,Final,08/26/2019 03:30:00 PM
Final,PS235K,BROOKLYN,,MASONRY,Final,08/21/2019 03:00:00 PM
Final,PS238K,BROOKLYN,,MASONRY,Final,08/01/2019 03:00:00 PM
Final,PS241M,MANHATTAN,,LOWVOLTAGE,Final,08/02/2019 10:00:00 AM
Final,PS241M,MANHATTAN,,POWERANDLIGHTING,Out of Scope DSF,08/21/2019 11:00:00 AM
Final,PS244Q,QUEENS,,FINALCONSTRUCTION,Final,08/14/2019 01:00:00 PM
Final,PS255K,BROOKLYN,,FINALCONSTRUCTION,Final,08/01/2019 03:04:00 PM
Final,PS270Q,QUEENS,,HVAC,Final,08/05/2019 09:30:00 AM
Final,PS270Q,QUEENS,,HVAC,Out of Scope DSF,08/05/2019 09:30:00 AM
Final,PS279K,BROOKLYN,,SAFETY,Final,08/16/2019 05:00:00 PM
Final,PS303Q,QUEENS,,FINALCONSTRUCTION,Final,08/09/2019 01:30:14 PM
Final,PS303Q,QUEENS,,FINALCONSTRUCTION,Final,08/09/2019 02:03:00 PM
Final,PS315M,MANHATTAN,,HVAC,Final,08/22/2019 02:55:34 PM
Final,PS315M,MANHATTAN,,HVACSYSTEMSTESTING,Final,08/21/2019 09:18:22 AM
Final,PS315M,MANHATTAN,,LOWVOLTAGE,Final,08/20/2019 03:00:00 PM
Final,PS335K,BROOKLYN,,LOWVOLTAGE,Final,08/06/2019 08:45:00 AM
Final,PS340K,BROOKLYN,,MASONRY,Final,08/06/2019 09:30:00 AM
Final,PS340K,BROOKLYN,,SAFETY,Final,08/13/2019 02:40:00 PM
Final,PS354Q,QUEENS,,FINALCONSTRUCTION,Final,08/01/2019 02:06:01 PM
Final,PS531X,BRONX,,PLUMBINGSITE,Final,08/26/2019 01:00:00 PM
Final,PS531X,BRONX,,WINDOW,Final,08/06/2019 10:18:04 AM
Final,PS721M,MANHATTAN,,MASONRY,Final,08/12/2019 03:00:00 PM
Final,PS721M,MANHATTAN,,POWERANDLIGHTING,Final,08/06/2019 03:40:51 PM
Final,PS721Q,QUEENS,,ARCHITECTURAL,Final,08/02/2019 12:30:00 PM
Final,PS721Q,QUEENS,,PLUMBING,Final,08/29/2019 08:28:00 AM
Final,PS721X,BRONX,,FINALCONSTRUCTION,Final,08/08/2019 10:06:53 AM
Final,PS721X,BRONX,,FINALCONSTRUCTION,Final,08/08/2019 11:13:48 AM
Follow Up,HS403X,BRONX,,SAFETY,Comment,08/21/2019 07:00:00 AM
Follow Up,HS445K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 11:15:00 AM
Follow Up,HS445K,BROOKLYN,,SAFETY,Deficiency,08/27/2019 01:30:00 PM
Follow Up,HS460M,MANHATTAN,,SAFETY,Comment,08/13/2019 05:10:00 PM
Follow Up,HS460R,STATEN ISLAND,,SAFETY,Deficiency,08/05/2019 08:50:00 AM
Follow Up,HS460R,STATEN ISLAND,,SAFETY,Deficiency,08/20/2019 11:50:00 AM
Follow Up,HS480Q,QUEENS,,SAFETY,Comment,08/30/2019 11:30:00 AM
Follow Up,HS480Q,QUEENS,,SAFETY,Deficiency,08/30/2019 11:30:00 AM
Follow Up,HS490K,BROOKLYN,,SAFETY,Comment,08/26/2019 02:30:00 PM
Follow Up,HS490K,BROOKLYN,,SAFETY,Deficiency,08/08/2019 04:50:00 PM
Follow Up,HS490K,BROOKLYN,,SAFETY,Deficiency,08/26/2019 02:30:00 PM
Follow Up,IS227K,BROOKLYN,,SAFETY,Comment,08/20/2019 02:10:00 PM
Follow Up,IS394K,BROOKLYN,,SAFETY,Deficiency,08/05/2019 01:25:00 PM
Follow Up,IS409K,BROOKLYN,,SAFETY,Comment,08/09/2019 10:55:00 AM
Follow Up,JS067Q,QUEENS,,SAFETY,Deficiency,08/05/2019 02:10:00 PM
Follow Up,JS190Q,QUEENS,,SAFETY,Deficiency,08/14/2019 11:46:00 AM
Follow Up,OS000M,MANHATTAN,,SAFETY,Comment,08/19/2019 05:25:00 PM
Follow Up,OS600R,STATEN ISLAND,,SAFETY,Comment,08/19/2019 12:20:00 PM
Follow Up,PS001R,STATEN ISLAND,,SAFETY,Comment,08/09/2019 10:10:00 AM
Follow Up,PS002Q,QUEENS,,SAFETY,Comment,08/23/2019 11:50:00 AM
Follow Up,PS009Q,QUEENS,,SAFETY,Comment,08/06/2019 05:30:00 PM
Follow Up,PS009Q,QUEENS,,SAFETY,Deficiency,08/06/2019 05:30:00 PM
Follow Up,PS030R,STATEN ISLAND,,SAFETY,Comment,08/21/2019 10:35:00 AM
Follow Up,PS030R,STATEN ISLAND,,SAFETY,Deficiency,08/13/2019 03:45:00 PM
Follow Up,PS030R,STATEN ISLAND,,SAFETY,Deficiency,08/21/2019 10:35:00 AM
Follow Up,PS040Q,QUEENS,,SAFETY,Comment,08/07/2019 08:45:00 AM
Follow Up,PS040Q,QUEENS,,SAFETY,Comment,08/21/2019 07:30:00 AM
Follow Up,PS040Q,QUEENS,,SAFETY,Deficiency,08/07/2019 08:45:00 AM
Follow Up,PS043X,BRONX,,SAFETY,Comment,08/16/2019 10:20:00 AM
Follow Up,PS043X,BRONX,,SAFETY,Deficiency,08/16/2019 10:20:00 AM
Follow Up,PS046X,BRONX,,SAFETY,Comment,08/13/2019 09:45:00 AM
Follow Up,PS046X,BRONX,,SAFETY,Deficiency,08/13/2019 09:45:00 AM
Follow Up,PS047Q,QUEENS,,SAFETY,Deficiency,08/21/2019 09:00:00 AM
Follow Up,PS050M,MANHATTAN,,SAFETY,Deficiency,08/22/2019 11:00:00 AM
Follow Up,PS064M,MANHATTAN,,SAFETY,Comment,08/13/2019 01:10:00 PM
Follow Up,PS064M,MANHATTAN,,SAFETY,Deficiency,08/13/2019 01:10:00 PM
Follow Up,PS071Q,QUEENS,,SAFETY,Deficiency,08/14/2019 01:14:00 PM
Follow Up,PS107K,BROOKLYN,,SAFETY,Deficiency,08/09/2019 02:10:00 PM
Follow Up,PS112K,BROOKLYN,,SAFETY,Deficiency,08/28/2019 01:05:00 PM
Follow Up,PS121K,BROOKLYN,,SAFETY,Deficiency,08/23/2019 11:45:00 AM
Follow Up,PS125M,MANHATTAN,,SAFETY,Comment,08/12/2019 03:30:00 PM
Follow Up,PS125M,MANHATTAN,,SAFETY,Deficiency,08/12/2019 03:30:00 PM
Follow Up,PS165M,MANHATTAN,,SAFETY,Deficiency,08/08/2019 02:55:00 PM
Follow Up,PS167K,BROOKLYN,,SAFETY,Deficiency,08/01/2019 05:35:00 PM
Follow Up,PS169Q,QUEENS,,SAFETY,Comment,08/27/2019 03:00:00 PM
Follow Up,PS169Q,QUEENS,,SAFETY,Deficiency,08/13/2019 07:00:00 AM
Follow Up,PS173M,MANHATTAN,,SAFETY,Comment,08/16/2019 03:05:00 PM
Follow Up,PS173M,MANHATTAN,,SAFETY,Deficiency,08/16/2019 03:05:00 PM
Follow Up,PS189M,MANHATTAN,,SAFETY,Deficiency,08/28/2019 03:00:00 PM
Follow Up,PS197K,BROOKLYN,,SAFETY,Comment,08/13/2019 12:50:00 PM
Follow Up,PS197K,BROOKLYN,,SAFETY,Deficiency,08/13/2019 12:50:00 PM
Follow Up,PS198M,MANHATTAN,,SAFETY,Deficiency,08/23/2019 09:20:00 AM
Follow Up,PS200K,BROOKLYN,,SAFETY,Deficiency,08/12/2019 04:00:00 PM
Follow Up,PS215K,BROOKLYN,,SAFETY,Comment,08/21/2019 12:20:00 PM
Follow Up,PS236K,BROOKLYN,,SAFETY,Comment,08/09/2019 11:50:00 AM
Follow Up,PS236K,BROOKLYN,,SAFETY,Deficiency,08/09/2019 11:50:00 AM
Follow Up,PS242M,MANHATTAN,,SAFETY,Comment,08/12/2019 02:00:00 PM
Follow Up,PS242M,MANHATTAN,,SAFETY,Deficiency,08/12/2019 02:00:00 PM
Follow Up,PS369K,BROOKLYN,,SAFETY,Deficiency,08/08/2019 03:15:00 PM
Follow Up,PS369K,BROOKLYN,,SAFETY,Deficiency,08/27/2019 01:00:00 PM
Hot Work Meeting,HS400Q,QUEENS,,SAFETY,Comment,08/01/2019 12:30:00 PM
Hot Work Meeting,HS402M,MANHATTAN,,SAFETY,Comment,08/22/2019 08:15:00 AM
Hot Work Meeting,HS425K,BROOKLYN,,SAFETY,Deficiency,08/02/2019 02:00:00 PM
Hot Work Meeting,HS458M,MANHATTAN,,SAFETY,Comment,08/27/2019 05:25:00 PM
Hot Work Meeting,HS460M,MANHATTAN,,SAFETY,Comment,08/27/2019 06:20:00 PM
Hot Work Meeting,HS540M,MANHATTAN,,SAFETY,Comment,08/15/2019 03:00:00 PM
Hot Work Meeting,HS553K,BROOKLYN,,SAFETY,Comment,08/09/2019 04:00:00 PM
Hot Work Meeting,HS755K,BROOKLYN,,SAFETY,Comment,08/09/2019 01:20:00 PM
Hot Work Meeting,IS078K,BROOKLYN,,SAFETY,Comment,08/30/2019 11:00:00 AM
Hot Work Meeting,IS127X,BRONX,,SAFETY,Comment,08/15/2019 03:30:00 PM
Hot Work Meeting,IS217M,MANHATTAN,,SAFETY,Comment,08/05/2019 07:40:00 AM
Hot Work Meeting,IS227K,BROOKLYN,,SAFETY,Comment,08/15/2019 08:50:00 AM
Hot Work Meeting,IS227K,BROOKLYN,,SAFETY,Comment,08/21/2019 07:00:00 PM
Hot Work Meeting,IS286M,MANHATTAN,,SAFETY,Comment,08/08/2019 12:55:00 PM
Hot Work Meeting,IS286M,MANHATTAN,,SAFETY,Deficiency,08/15/2019 04:10:00 PM
Hot Work Meeting,JS162K,BROOKLYN,,SAFETY,Comment,08/23/2019 02:00:00 PM
Hot Work Meeting,JS190Q,QUEENS,,SAFETY,Comment,08/01/2019 08:55:00 AM
Hot Work Meeting,OS000K,BROOKLYN,,SAFETY,Comment,08/06/2019 09:30:00 AM
Hot Work Meeting,OS000Q,QUEENS,,SAFETY,Comment,08/05/2019 08:00:00 AM
Hot Work Meeting,OS000Q,QUEENS,,SAFETY,Comment,08/08/2019 01:15:00 PM
Hot Work Meeting,PS020Q,QUEENS,,SAFETY,Comment,08/05/2019 12:00:00 PM
Hot Work Meeting,PS037Q,QUEENS,,SAFETY,Comment,08/08/2019 09:19:00 AM
Hot Work Meeting,PS040Q,QUEENS,,SAFETY,Comment,08/07/2019 08:00:00 AM
Hot Work Meeting,PS042X,BRONX,,SAFETY,Comment,08/29/2019 05:20:00 PM
Hot Work Meeting,PS043X,BRONX,,SAFETY,Comment,08/14/2019 02:15:00 PM
Hot Work Meeting,PS043X,BRONX,,SAFETY,Comment,08/23/2019 03:38:00 PM
Hot Work Meeting,PS047Q,QUEENS,,SAFETY,Comment,08/30/2019 08:45:00 AM
Hot Work Meeting,PS064M,MANHATTAN,,SAFETY,Comment,08/29/2019 04:20:00 PM
Hot Work Meeting,PS065X,BRONX,,SAFETY,Comment,08/13/2019 07:00:00 AM
Hot Work Meeting,PS103X,BRONX,,SAFETY,Comment,08/19/2019 08:15:00 AM
Hot Work Meeting,PS117Q,QUEENS,,SAFETY,Comment,08/08/2019 11:52:00 AM
Hot Work Meeting,PS121K,BROOKLYN,,SAFETY,Comment,08/08/2019 10:20:00 AM
Hot Work Meeting,PS125M,MANHATTAN,,SAFETY,Comment,08/23/2019 02:00:00 PM
Hot Work Meeting,PS131Q,QUEENS,,SAFETY,Comment,08/13/2019 08:05:00 AM
Hot Work Meeting,PS131Q,QUEENS,,SAFETY,Deficiency,08/19/2019 07:45:00 AM
Hot Work Meeting,PS162Q,QUEENS,,SAFETY,Comment,08/08/2019 08:00:00 AM
Hot Work Meeting,PS171M,MANHATTAN,,SAFETY,Comment,08/20/2019 05:30:00 PM
Hot Work Meeting,PS198M,MANHATTAN,,SAFETY,Comment,08/12/2019 09:20:00 AM
Hot Work Meeting,PS213K,BROOKLYN,,SAFETY,Comment,08/07/2019 02:30:00 PM
Hot Work Meeting,PS213K,BROOKLYN,,SAFETY,Comment,08/13/2019 02:30:00 PM
Hot Work Meeting,PS217K,BROOKLYN,,SAFETY,Comment,08/09/2019 11:45:00 AM
Hot Work Meeting,PS217K,BROOKLYN,,SAFETY,Comment,08/12/2019 09:35:00 AM
Hot Work Meeting,PS242M,MANHATTAN,,SAFETY,Comment,08/13/2019 04:45:00 PM
Hot Work Meeting,PS242M,MANHATTAN,,SAFETY,Deficiency,08/21/2019 05:00:00 PM
Hot Work Meeting,PS242M,MANHATTAN,,SAFETY,Deficiency,08/27/2019 07:20:00 PM
Hot Work Meeting,PS254K,BROOKLYN,,SAFETY,Comment,08/23/2019 10:00:00 AM
Hot Work Meeting,PS277K,BROOKLYN,,SAFETY,Comment,08/28/2019 04:50:00 PM
Hot Work Meeting,PS333M,MANHATTAN,,SAFETY,Comment,08/01/2019 10:00:00 AM
Hot Work Meeting,PS333M,MANHATTAN,,SAFETY,Comment,08/01/2019 12:30:00 PM
Hot Work Meeting,PS333M,MANHATTAN,,SAFETY,Comment,08/05/2019 03:40:00 PM
Hot Work Meeting,PS345K,BROOKLYN,,SAFETY,Comment,08/02/2019 08:00:00 AM
Hot Work Meeting,PS399K,BROOKLYN,,SAFETY,Comment,08/20/2019 04:00:00 PM
Incident  Report,HS403X,BRONX,,SAFETY,Comment,08/16/2019 02:20:00 PM
Incident  Report,HS445K,BROOKLYN,,SAFETY,Comment,08/26/2019 06:10:00 PM
Incident  Report,HS474K,BROOKLYN,,SAFETY,Comment,08/05/2019 06:35:00 PM
Incident  Report,HS474K,BROOKLYN,,SAFETY,Comment,08/06/2019 08:15:00 PM
Incident  Report,HS529M,MANHATTAN,,SAFETY,Comment,08/14/2019 10:15:00 AM
Incident  Report,HS549K,BROOKLYN,,SAFETY,Comment,08/10/2019 11:15:00 AM
Incident  Report,HS625M,MANHATTAN,,SAFETY,Comment,08/13/2019 04:15:00 PM
Incident  Report,HS755K,BROOKLYN,,SAFETY,Comment,08/27/2019 06:15:00 PM
Incident  Report,IS034R,STATEN ISLAND,,SAFETY,Comment,08/22/2019 02:00:00 PM
Incident  Report,IS093Q,QUEENS,,SAFETY,Comment,08/02/2019 03:30:00 PM
Incident  Report,IS227K,BROOKLYN,,SAFETY,Comment,08/15/2019 12:00:00 PM
Incident  Report,IS227K,BROOKLYN,,SAFETY,Comment,08/17/2019 10:20:00 PM
Incident  Report,IS227K,BROOKLYN,,SAFETY,Comment,08/18/2019 10:45:00 PM
Incident  Report,IS227K,BROOKLYN,,SAFETY,Comment,08/19/2019 12:15:00 PM
Incident  Report,IS227K,BROOKLYN,,SAFETY,Comment,08/28/2019 12:20:00 PM
Incident  Report,IS409K,BROOKLYN,,SAFETY,Comment,08/05/2019 09:45:00 AM
Incident  Report,IS409K,BROOKLYN,,SAFETY,Comment,08/16/2019 02:00:00 PM
Incident  Report,IS588K,BROOKLYN,,SAFETY,Comment,08/15/2019 04:45:00 PM
Incident  Report,IS588K,BROOKLYN,,SAFETY,Comment,08/19/2019 05:25:00 PM
Incident  Report,IS588K,BROOKLYN,,SAFETY,Comment,08/27/2019 07:15:00 PM
Incident  Report,OS000K,BROOKLYN,,SAFETY,Comment,08/02/2019 10:15:00 AM
Incident  Report,OS000K,BROOKLYN,,SAFETY,Comment,08/08/2019 11:55:00 AM
Incident  Report,OS000K,BROOKLYN,,SAFETY,Comment,08/13/2019 02:25:00 PM
Incident  Report,OS000K,BROOKLYN,,SAFETY,Comment,08/20/2019 10:00:00 AM
Incident  Report,OS000Q,QUEENS,,SAFETY,Comment,08/06/2019 10:50:00 AM
Incident  Report,OS000Q,QUEENS,,SAFETY,Comment,08/07/2019 01:45:00 PM
Incident  Report,OS000Q,QUEENS,,SAFETY,Comment,08/14/2019 03:35:00 PM
Incident  Report,OS000Q,QUEENS,,SAFETY,Comment,08/16/2019 01:07:00 PM
Incident  Report,OS000Q,QUEENS,,SAFETY,Comment,08/29/2019 06:00:00 PM
Incident  Report,OS000Q,QUEENS,,SAFETY,Comment,08/30/2019 12:54:00 PM
Incident  Report,OS000X,BRONX,,SAFETY,Comment,08/14/2019 02:00:00 PM
Incident  Report,OS430K,BROOKLYN,,SAFETY,Comment,08/28/2019 02:10:00 PM
Incident  Report,OS600R,STATEN ISLAND,,SAFETY,Comment,08/02/2019 09:50:00 AM
Incident  Report,PS000Q,QUEENS,,SAFETY,Comment,08/02/2019 09:00:00 AM
Incident  Report,PS000Q,QUEENS,,SAFETY,Comment,08/29/2019 11:30:00 AM
Incident  Report,PS000R,STATEN ISLAND,,SAFETY,Comment,08/05/2019 02:25:00 PM
Incident  Report,PS011M,MANHATTAN,,SAFETY,Comment,08/22/2019 11:30:00 AM
Incident  Report,PS012X,BRONX,,SAFETY,Comment,08/15/2019 10:00:00 AM
Incident  Report,PS017K,BROOKLYN,,SAFETY,Comment,08/05/2019 11:20:00 AM
Incident  Report,PS026Q,QUEENS,,SAFETY,Comment,08/14/2019 09:30:00 AM
Incident  Report,PS026Q,QUEENS,,SAFETY,Comment,08/19/2019 02:20:00 PM
Incident  Report,PS032X,BRONX,,SAFETY,Comment,08/07/2019 09:50:00 AM
Incident  Report,PS035K,BROOKLYN,,SAFETY,Comment,08/01/2019 03:40:00 PM
Incident  Report,PS043X,BRONX,,SAFETY,Comment,08/21/2019 08:20:00 PM
Incident  Report,PS085X,BRONX,,SAFETY,Comment,08/12/2019 03:05:00 PM
Incident  Report,PS085X,BRONX,,SAFETY,Comment,08/16/2019 03:00:00 PM
Incident  Report,PS097K,BROOKLYN,,SAFETY,Comment,08/02/2019 11:00:00 AM
Incident  Report,PS097K,BROOKLYN,,SAFETY,Comment,08/15/2019 12:35:00 PM
Incident  Report,PS097K,BROOKLYN,,SAFETY,Comment,08/23/2019 12:35:00 PM
